Plant Name,Family,Book,Page start,Page end,1. Flowering 🌼,2. Fruiting 🍊,2A. Dormancy💤,3. Deciduous 🍂,4. Bulbous root 🥔,4A. Rhizomatous 🌾,5. Water Plant 🌊?,5A. Perennial♾️,6. Herb 🌿,7. Shrub🌴,8. Tree🌳,9. Climber🧗‍♀️,10. Creep-ing🐌,11. Succu-lent🌵,11A. Tropical rainforest habitat☔,11B. Insectivorous🦟,11C. Parasitic 🧛,12. Full Sun ☀️,13. Semi-Shade 🌤️,14. Shade ☁️,15. Hot 🔥,16. Warm 🌡️,17. Cold ❄️,18. Wind Tolerant 💨?,18A. Wind Sensitive🛡️,19. Cold-phobia 😨?,20. Salt Tolerant 🧂,21. Drought tolerant🏜️,22. Moist 💧,23. Requring lots of water 🌧️,23A. Moist-phobia🚫,24. Drought-sensitive🥀,25. Thermo-sensitive 🥵,25A. Barren tolerant🗿,25B. Antipollution 🔄,26. Lightly toxic🟡,27. Toxic🟠,28. Heavily toxic 🔴,Count of cell with logo,,,,
Phyllanthus myrtifolius,Euphorbiaceae,1,81,,3-12,,,,,,,,,🌴,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Ricinus communis,Euphorbiaceae,1,81,,4-10,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,🟠,,5,,,,
Ricinus communis cv. 'Sanguineus',Euphorbiaceae,1,82,,4-10,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,6,,,,
Sapium discolor,Euphorbiaceae,1,82,,4-5,6-9,,🍂,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,7,,,,
Sapium sebiferum,Euphorbiaceae,1,83,,5-6,8-9,,🍂,,,,,,,🌳,,,,,,,,,,🔥,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Sauropus androgynus,Euphorbiaceae,1,83,,4-7,7-12,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Sauropus spatulifolius,Euphorbiaceae,1,84,,2-12,,,,,,,,,🌴,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Vernicia montana (syn. Aleurites montana),Euphorbiaceae,1,84,,4-5,9-10,,🍂,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,7,,,,
Mahonia breviracema,Berberidaceae,1,85,,7-12,12-3,,,,,,,,🌴,,,,,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Myriophyllum aquaticum,Berberidaceae,1,85,,4-9,,,,,,🌊,,🌿,,,,,,,,,☀️,,,🔥,,,,,,,,,🌧️,,🥀,,,,,,,6,,,,
Mahonia fortunei,Berberidaceae,1,86,,9-3,3-5,,,,,,,,🌴,,,,,,,,,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,5,,,,
Mahonia oiwakensis,Berberidaceae,1,86,,11-2,4,,,,,,,,🌴,,,,,,,,,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,5,,,,
Nandina domestica,Berberidaceae,1,87,,6-9,11-1,,,,,,,,🌴,,,,,,,,☀️,,☁️,,🌡️,,,,,,🏜️,,,,,,,,🟡,,,6,,,,
Calophyllum membranaceum,Guttiferae,1,88,,4,11-4,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Crataxylum cochinchinese,Guttiferae,1,88,,4,,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Garcinia multiflora,Guttiferae,1,89,,5-8,,,,,,,,,🌴,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Garcinia subelliptica,Guttiferae,1,89,,5-8,7-12,,,,,,,,,🌳,,,,,,,☀️,,,🔥,,,💨,,,🧂,,💧,,,,,,,,🟠,,7,,,,
Hypericum chinense,Guttiferae,1,90,,5-8,8-9,,,,,,,,🌴,,,,,,,,☀️,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Hypericum japonicum,Guttiferae,1,90,,5-8,,,,,,,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Camellia albosericea,Theaceae,1,91,,5-6,8-10,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Hypericum sampsonii,Guttiferae,1,91,,5-6,7-8,,,,,,,,,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Camellia amplexicaulis,Theaceae,1,92,,12-3,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia apolyodonta,Theaceae,1,92,,12-3,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia assimilis,Theaceae,1,93,,1-3,6-7,,,,,,,,🌴,,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia azalea (syn. Camellia changii),Theaceae,1,93,,1-12,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia chrysantha,Theaceae,1,94,,12-2,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,6,,,,
Camellia crapnelliana,Theaceae,1,94,,11-12,6-7,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia euphlebia,Theaceae,1,95,,12-2,7-8,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia granthamiana,Theaceae,1,95,,10-2,9-12,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia hongkongensis,Theaceae,1,96,,11-2,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia impressinervis,Theaceae,1,96,,12-2,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,🏜️,💧,,,,,,,,,,6,,,,
Camellia japonica cultivariatas,Theaceae,1,97,108,12-3,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia kissii,Theaceae,1,109,,11-12,,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Camellia oleifera,Theaceae,1,109,,12-2,6-7,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,🟡,,,5,,,,
Camellia oleifera var. monosperma,Theaceae,1,110,,12-2,6-7,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Camellia pitardii var. yunnanica,Theaceae,1,110,,12-3,,,,,,,,,,🌳,,,,,,,,🌤️,,,,❄️,,,,,,💧,,,,,,,,,,4,,,,
Camellia reticulata cultivariata,Theaceae,1,111,,12-3,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia saluenensis,Theaceae,1,112,,10-4,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia sasanqua,Theaceae,1,112,,2-3,,,,,,,,,🌴,,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia sinensis,Theaceae,1,113,,10-2,10-2,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Camellia xifongensis,Theaceae,1,114,,1-3,,,,,,,,,,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,,,,,,,,,,,4,,,,
Gordonia axillaris,Theaceae,1,114,,10-1,10-3,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,❄️,,,,,,💧,,,,,,,,,,5,,,,
Schima superba,Theaceae,1,115,,4-5,9-11,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,🔴,5,,,,
Ternstroemia gymnanthera,Theaceae,1,116,,12-2,6-7,,,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,🟡,,,6,,,,
Tutcheria championii,Theaceae,1,116,,4-5,6-8,,,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Aucuba chinensis,Cornaceae,1,117,,3-4,10-3,,,,,,,,🌴,,,,,,,,,🌤️,☁️,,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Aucuba japonica,Cornaceae,1,117,,3-4,10-3,,,,,,,,🌴,,,,,,,,,🌤️,☁️,,🌡️,❄️,,,,,,💧,,,,,,,,,,6,,,,
Banksia integrifolia,Proteaceae,1,118,,9-10,12-2,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,❄️,💨,,,,,💧,,,,,,,,,,6,,,,
Campotheca acuminata,Cornaceae,1,118,,7,8-9,,🍂,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Grevillea banksii,Proteaceae,1,119,,1-8,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Grevillea hybrid,Proteaceae,1,119,120,1-8,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Grevillea robusta,Proteaceae,1,120,,3-5,7-10,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,6,,,,
Macadamia tetraphylla,Proteaceae,1,121,,4,,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Protea cynaroides,Proteaceae,1,121,,12-4,,,,,,,,,🌴,,,,,,,,☀️,,,,,❄️,,,,,,💧,,,,,,,,,,4,,,,
Telopea speciosissima,Proteaceae,1,122,,3-4,,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Stenocarpus sinuatus,Proteaceae,1,122,,7-8,,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Chrysophyllum cainito,Sapotaceae,1,123,,7-10,4,,🍂,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,😨,,🏜️,💧,,,,,,,,,,8,,,,
Symplocos congesta,Symplocaceae,1,123,,8-12,3-6,,,,,,,,🌴,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Chrysophyllum oliviforme,Sapotaceae,1,124,,2-3,2-3,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Lucuma nervosa,Sapotaceae,1,124,,5-9,8,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Manilkara zapota,Sapotaceae,1,125,,11-12,11-12,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Mimusops elengi,Sapotaceae,1,125,,7-8,11-12,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Sinosideroxylon wightianum,Sapotaceae,1,126,,9-3,4-11,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Synsepalum dulcificum,Dipsacaceae,1,126,,2-7,3-10,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Kadsura coccinea,Schisandraceae,1,127,,3-5,7-10,,,,,,,,,,🧗‍♀️,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Scabiosa atropurpurea,Schisandraceae,1,127,,4-6,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Aralia decaisneana,Araliaceae,1,128,,10-11,,,,,,,,,🌴,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Dizygotheca elegantissima,Araliaceae,1,128,,12-2,,,,,,,,,🌴,,,,,,,,,🌤️,,,🌡️,,,,😨,,,💧,,,,,,,,,,5,,,,
Dizygotheca elegantissima cv. 'Castor Variegata',Araliaceae,1,129,,,,,,,,,,,🌴,,,,,,,,,🌤️,,🔥,,,,,😨,,,💧,,,,,,,,,,5,,,,
Fatshedera lizei 'Variegata',Araliaceae,1,129,,,,,,,,,,,,,🧗‍♀️,,,,,,,🌤️,☁️,,🌡️,,,,😨,,,💧,,,,,,,,,,6,,,,
Fatsia japonica,Araliaceae,1,130,,10-11,5,,,,,,,,🌴,🌳,,,,,,,,🌤️,,,🌡️,❄️,,,,,,💧,,,,🥵,,,,,,7,,,,
Hedera helix,Araliaceae,1,130,,,,,,,,,,,,,🧗‍♀️,🐌,,,,,,🌤️,☁️,,🌡️,❄️,,,,,,💧,,,,,,,,🟠,,8,,,,
Hedera helix cultivarietas,Araliaceae,1,131,,,,,,,,,,,,,🧗‍♀️,🐌,,,,,,🌤️,☁️,,🌡️,❄️,,,,,,💧,,,,,,,,🟠,,8,,,,
Heteropanax fragrans,Araliaceae,1,132,,10-11,,,,,,,,,,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,😨,,🏜️,💧,,,,,,,,,,7,,,,
Osmoxylon lineare,Araliaceae,1,132,,4-9,5-11,,,,,,,,🌴,,,,,,,,☀️,🌤️,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Panax ginseng,Araliaceae,1,133,,5-6,6-9,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,,,❄️,,,,,,💧,,,,,,,,,,6,,,,
"Polyscias balfouriana, Polyscias balfouriana 'Variegata'",Araliaceae,1,133,,10-11,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Polyscias filicifolia,Araliaceae,1,134,,4,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Polyscias guilfoylei var. victoriae,Araliaceae,1,134,,10-11,,,,,,,,,🌴,,,,,,,,☀️,,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Schefflera actinophylla,Araliaceae,1,135,,8-10,,,,,,,,,,🌳,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Schefflera arboricola,Araliaceae,1,135,,9-10,12,,,,,,,,🌴,,🧗‍♀️,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,7,,,,
Schefflera arboricola 'Hong Kong',Araliaceae,1,136,,9-10,12,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Schefflera arboricola 'Variegata',Araliaceae,1,136,,9-10,12,,,,,,,,🌴,,🧗‍♀️,,,,,,,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Schefflera heptaphylla (Schefflera octophylla),Araliaceae,1,137,,11-1,2,,,,,,,,,🌳,,,,,,,,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Trevesia palmata,Araliaceae,1,137,,4-9,8-11,,,,,,,,🌴,🌳,,,,,,,☀️,🌤️,,,🌡️,,,,,,🏜️,💧,,,,,,,,,,7,,,,
Dillenia alata,Dilleniaceae,1,138,,1-9,1-9,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Dillenia excelsa,Dilleniaceae,1,138,,7-12,,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Dillenia indica,Dilleniaceae,1,139,,6-7,9-11,,,,,,,,,🌳,,,,,,,☀️,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Dillenia philippinensis,Dilleniaceae,1,139,,4-5,7,,,,,,,,,🌳,,,,,,,☀️,,,🔥,🌡️,,,,,,,,,,,,,,,,,4,,,,
Dillenia turbinata,Dilleniaceae,1,140,,4-5,6-7,,,,,,,,,🌳,,,,,,,,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Tetracera asiatica,Dilleniaceae,1,140,,5-6,7-10,,,,,,,,,,🧗‍♀️,,,,,,☀️,🌤️,,,🌡️,,,,😨,,,,,,,,,,,,,5,,,,
Aglaonema commutatum cv. 'San Remo',Araceae,1,141,,,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Aglaonema commutatum var. immaculatum,Araceae,1,141,,,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Aglaonema hybrida,Araceae,1,142,,4-6,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,😨,,,💧,,,,,,,,,,6,,,,
Aglaonema modestum,Araceae,1,143,,4-12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,,,,,,,,🟡,,,6,,,,
Aglaonema nitidum 'Silver Queen',Araceae,1,143,,6-8,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,,,,,,,,,,,5,,,,
Aglaonema nitidum var. curtisii,Araceae,1,144,,7,,,,,,,,,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,,,4,,,,
Alocasia cadieri cv. 'Green Velvet',Araceae,1,144,,,,,,,,,,🌿,,,,,,,,,,,☁️,🔥,,,,,😨,,,💧,,,,,,,,,,5,,,,
Alocasia clypeolata,Araceae,1,145,,5,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,😨,,,💧,,,,,,,,,,6,,,,
Alocasia cucullata,Araceae,1,145,,3-4,,,,,,,,🌿,,,,,,,,,☀️,🌤️,,🔥,,,,,,,,💧,,,,,,,,,🔴,6,,,,
Alocasia cuprea,Araceae,1,146,,3-4,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,😨,,,💧,,,,,,,,,,6,,,,
Alocasia denudata,Araceae,1,146,,3-4,,,,,,,,🌿,,,,,,,,,,,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Alocasia infernalis 'Black Magic',Araceae,1,147,,10,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Alocasia macrorrhiza,Araceae,1,147,,1-12,1-12,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,🟠,,6,,,,
Alocasia macrorrhiza 'Metallica',Araceae,1,148,,9,,,,,,🌊,,🌿,,,,,,,,,☀️,,,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Alocasia macrorrhiza 'Variegata',Araceae,1,148,,,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Alocasia plumbea,Araceae,1,149,,6-9,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,,,5,,,,
Alocasia reversa 'Hanah',Araceae,1,149,,9,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,7,,,,
Alocasia sanderiana var. nobilis,Araceae,1,150,,8-9,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,7,,,,
Alocasia x amazonica,Araceae,1,150,,5-6,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Amorphophallus asterostigmatus,Araceae,1,151,,3-7,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Amorphophallus dunnii,Araceae,1,151,,3-4,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,🟠,,7,,,,
Amorphophallus kiusianus,Araceae,1,152,,3,5,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Amorphophallus koratensis,Araceae,1,152,,5,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Amorphophallus opertus,Araceae,1,153,,5,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Amorphophallus saururus,Araceae,1,153,,,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Amorphophallus sp.,Araceae,1,154,,5,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Amorphophallus variabilis,Araceae,1,154,,7,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Amorphophallus virosus (Amorphophallus paeoniifolius),Araceae,1,155,,4-6,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,🟠,,8,,,,
Anthurium andraeanum,Araceae,1,155,,1-12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium andraeanum 'Double Spathe',Araceae,1,156,,1-12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium crystallinum,Araceae,1,156,,1-12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium hybrid,Araceae,1,157,158,1-12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium pedatoaristatum,Araceae,1,159,,12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium scherzerianum,Araceae,1,159,,2-7,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium schlichtendalil,Araceae,1,160,,1-12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium sp.,Araceae,1,160,161,1-12,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Anthurium vittarifolium,Araceae,1,161,,2,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Arisaema franchetianum,Araceae,1,162,,5-6,7-8,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,🟠,,7,,,,
Arisaema heterophyllum,Araceae,1,162,,6,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,🟠,,7,,,,
Caladium humboldtii,Araceae,1,163,,5-7,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,😨,,,💧,,,,,,,,,,7,,,,
Caladium hybrid,Araceae,1,163,165,5-7,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Colocasia esculenta,Araceae,1,166,,,,,,🥔,,🌊,,🌿,,,,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,🟠,,7,,,,
Colocasia sp.,Araceae,1,166,167,6-9,,,,🥔,,,,🌿,,,,,,,,,,🌤️,,🔥,🌡️,,,,,,,💧,,,,,,,,,,6,,,,
Dieffenbachia amoena,Araceae,1,168,,7-9,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Dieffenbachia bowmannii,Araceae,1,168,,8,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Dieffenbachia sp.,Araceae,1,169,,7-9,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,🟡,,,6,,,,
Epipremnum pinnatum,Araceae,1,169,,4-6,,,,,,,,,,,🧗‍♀️,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,🟠,,6,,,,
Lasia spinosa,Araceae,1,170,,1-6,,,,🥔,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,6,,,,
Monstera deliciosa,Araceae,1,170,,4-6,,,,,,,,,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,🟡,,,5,,,,
Monstera deliciosa 'Variegata',Araceae,1,171,,6-9,,,,,,,,🌿,,,,,,,,,,,☁️,,🌡️,,,,,,,💧,,,,,,,,🟠,,5,,,,
Monstera obliqua var. expilata,Araceae,1,171,,,,,,,,,,🌿,,,🧗‍♀️,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,6,,,,
Philodendron cv. 'Wend-imbe',Araceae,1,172,,,,,,,,,,🌿,,,🧗‍♀️,,,,,,,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Philodendron selloum,Araceae,1,172,,8-10,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,😨,,,💧,,,,,,,,🟠,,7,,,,
Philodendron sp.,Araceae,1,173,,8-9,,,,,,,,🌿,,,,,,,,,,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,4,,,,
Philodendron squamiferum 'Florida Variegata',Araceae,1,173,,,,,,,,,,🌿,,,🧗‍♀️,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,6,,,,
Philodendron 'Xanadu',Araceae,1,174,,8-10,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Pistia stratiotes,Araceae,1,174,,5-10,,,,,,🌊,,,,,,,,,,,☀️,,,🔥,,,,,,,,💧,,,,,,,,,,4,,,,
Pothos chinensis,Araceae,1,175,,1-12,,,,,,,,🌿,,,🧗‍♀️,,,,,,,🌤️,,🔥,,,,,,,,💧,,,,,,,,,,5,,,,
Scindapsus aureus,Araceae,1,175,,,,,,,,,,🌿,,,🧗‍♀️,,,,,,,🌤️,☁️,🔥,,,,,,,,💧,,,,,,,,,,6,,,,
Spathiphyllum floribundum,Araceae,1,176,,5-10,,,,,,,,🌿,,,,,,,,,,🌤️,☁️,🔥,,,,,😨,,,💧,,,,,,,,,,6,,,,
